Set,Way,Physical Address,Victim Address,Program Counter,Hit
458,7,2746512042,0,4209285,0

1244,2,2618505016,0,4209285,0
1841,13,2634665028,0,4209285,1
158,10,3883935662,0,4209285,0

177,10,3883936880,0,4209285,0


170,9,3883936418,0,4209285,0
163,11,3757451514,0,4209285,1

1458,10,2945281172,0,4209285,0



1806,5,1257227158,0,4209285,0

565,2,667585912,0,4209285,0

1272,8,564608572,0,4209271,1
131,10,3883933944,0,4209285,0
572,5,1205374772,0,4209285,0


40,7,2229930500,0,4209285,0

2001,13,475133044,0,4209285,0

17,7,58328178,0,4209285,0
1797,13,1910358392,0,4209285,1

2016,14,530839578,0,4209285,1


2045,14,530841452,0,4209285,1

1840,8,2634664992,0,4209285,0
643,14,2356191452,0,4209285,1



886,12,2649808308,0,4209285,1
147,10,3757450450,0,4209285,0
402,11,2167694496,0,4209285,1
291,15,2699315440,0,4209285,1



1823,12,2008008646,0,4209285,1
1271,8,564608508,0,4209271,1


1319,8,2144815614,0,4209285,0
568,6,667586080,0,4209285,0
295,14,2699315690,0,4209285,1
890,11,2649808556,0,4209285,1

446,8,897740698,0,4209285,0


431,8,897739744,0,4209285,0
573,11,667586412,0,4209285,1
1321,11,1282361950,0,4209285,1
405,7,2167694716,0,4209285,0

565,10,4106653024,0,4209285,1

1270,8,564608444,0,4209271,1

1826,9,2008008866,0,4209285,0

753,6,1189395522,0,4209285,0


1379,11,3058784482,0,4209285,1
764,6,4026580762,0,4209285,0
1152,15,2670534702,0,4209285,1
1502,11,1524856760,0,4209285,1
223,9,3826137050,0,4209285,0

396,6,897737534,0,4209285,0

462,14,2115400616,0,4209285,1


1433,15,1815832152,0,4209285,1

1269,7,564608320,0,4209271,1


1595,12,1056804600,0,4209285,0
452,10,3823661350,0,4209285,0


1806,4,4009214852,0,4209285,0
1318,12,4070132154,0,4209285,0

143,12,37102580,0,4209285,0
632,12,1638571546,0,4209285,1


1268,10,564608256,0,4209271,1
677,13,2180032854,0,4209285,0


1204,10,3085380910,0,4209285,0
1822,12,2008008576,0,4209285,1
1874,10,2809910430,0,4209285,1

1782,13,2629025206,0,4209285,1
1334,8,1039224226,0,4209285,0
253,10,3826138968,0,4209285,1
516,7,1205371158,0,4209285,0



845,12,1668600682,0,4209285,1

1103,14,4005237754,0,4209285,1
1093,10,1118507360,0,4209285,0

674,11,802990252,0,4209285,0
1267,10,564608192,0,4209271,1


1294,11,3903669158,0,4209285,0

1948,9,158983978,0,4209285,0
744,6,1189394988,0,4209285,0

388,7,3575144742,0,4209285,0


705,8,308064334,0,4209285,0
510,9,2115403664,0,4209285,0
786,9,1635435658,0,4209285,0

1167,11,2592941016,0,4209285,0

1287,6,1039221220,0,4209285,0
1266,8,564608128,0,4209271,1

1801,8,3346645584,0,4209285,0

325,10,386421092,0,4209285,0

1037,3,4193190776,0,4209285,0


514,9,4106649770,0,4209285,1

1528,5,3052764688,0,4209285,0
879,10,1668602850,0,4209285,0

164,6,799418644,0,4209285,0
270,6,1331708834,0,4209285,0

970,10,898822794,0,4209285,0
1265,10,564608064,0,4209271,1



104,7,1771837952,0,4209285,0

452,9,2115399948,0,4209285,0
1912,12,599514636,0,4209285,1
1858,13,599511190,0,4209285,1
1863,4,3797275114,0,4209285,0


737,6,922138734,0,4209285,1
1572,12,1056803122,0,4209285,0
561,7,3300035704,0,4209285,0


1675,8,657564396,0,4209285,1
453,11,1970827598,0,4209285,1
315,12,1192251106,0,4209285,1

1264,6,564608000,0,4209271,1



180,8,1994534190,0,4209285,0


27,12,3918005980,0,4209285,1
926,8,1981474722,0,4209285,0
809,9,755288702,0,4209285,1
449,11,1518366834,0,4209285,1




1593,14,3951660662,0,4209285,1
1534,5,1524858784,0,4209285,0
1263,10,564607936,0,4209271,1
795,7,3112224500,0,4209285,0



524,15,1223197456,0,4209285,1

723,2,308065524,0,4209285,0

1262,11,564607872,0,4209271,1
1768,10,2629024318,0,4209285,0


1203,11,1812147404,0,4209285,0
752,4,595901450,0,4209285,0
1573,11,3951659380,0,4209285,0

111,9,1771838406,0,4209285,0

1486,4,3133371274,0,4209285,0

1423,13,2945278916,0,4209285,1


1275,6,2618506958,0,4209285,0

777,6,2334048892,0,4209285,0
485,9,522746208,0,4209285,0

1860,7,477090048,0,4209285,0

1922,10,4015775900,0,4209285,0
1261,8,564607808,0,4209271,1
52,8,1738411312,0,4209285,0


1003,10,4176673494,0,4209285,0

733,4,382383974,0,4209285,0

873,10,3341998708,0,4209285,1
696,15,2180034072,0,4209285,1
811,11,3594701514,0,4209285,1
1791,10,2629025742,0,4209285,1




1260,8,564607744,0,4209271,1
515,7,1205371116,0,4209285,0
1286,9,4036444594,0,4209285,1


830,7,1170526098,0,4209285,0

776,8,2188296730,0,4209285,0
713,8,354595434,0,4209285,0

1821,8,2952120142,0,4209285,0

1288,11,4036444674,0,4209285,0

288,11,2405713930,0,4209285,0
1017,13,2119106134,0,4209285,1

389,7,3575144784,0,4209285,0

1892,7,3487291694,0,4209285,0


221,9,3826136942,0,4209285,0
2025,13,3601726070,0,4209285,0

309,10,339234138,0,4209285,1
186,8,3149541000,0,4209285,0
1259,9,564607680,0,4209271,1

514,7,2003075228,0,4209285,0


1469,10,772632446,0,4209285,0

516,6,2003075360,0,4209285,0

826,8,2334051978,0,4209285,0
311,11,339234280,0,4209285,1

1609,12,3630273128,0,4209285,0
2047,14,4091936746,0,4209285,1


971,10,898822910,0,4209285,1


1258,7,564607616,0,4209271,1

918,11,44623234,0,4209285,0
1777,9,1455668290,0,4209285,0

1894,8,1560271262,0,4209285,0

561,6,2003078226,0,4209285,0
718,6,922137524,0,4209285,0

1823,8,1257228264,0,4209285,0

360,9,386423342,0,4209285,0
1533,9,1765769070,0,4209285,1

714,12,3456545438,0,4209285,1


1789,9,1455669094,0,4209285,0
1563,11,1056802518,0,4209285,0

760,2,308067842,0,4209285,1


803,6,755288308,0,4209285,0
194,14,617623716,0,4209285,0
1257,11,564607552,0,4209271,1



265,9,2699313760,0,4209285,0

1347,11,2684440790,0,4209285,1
701,15,2180034426,0,4209285,1
816,10,3594701868,0,4209285,1
622,9,656055186,0,4209285,0
1849,9,2634665558,0,4209285,1
318,4,232411054,0,4209285,0





1078,7,4193193396,0,4209285,0


1256,8,564607488,0,4209271,1

32,15,58329146,0,4209285,1

1126,13,4005239188,0,4209285,0
904,9,3639403060,0,4209285,0
898,10,3639402674,0,4209285,0
1515,8,1765767926,0,4209285,0

1798,7,2634662314,0,4209285,0

1653,11,3630275912,0,4209285,0

35,10,58329338,0,4209285,0
260,11,1192247588,0,4209285,1

309,7,4068232530,0,4209285,0
1255,8,564607424,0,4209271,1


136,11,3149537840,0,4209285,0
1028,5,1028981046,0,4209285,0

734,7,4026578846,0,4209285,0

1864,7,3188707848,0,4209285,0
796,7,755287870,0,4209285,1

756,5,911523094,0,4209285,0


939,13,2096818910,0,4209285,1
222,12,1746286520,0,4209285,1
1579,13,1056803556,0,4209285,0

2025,12,3223190090,0,4209285,0




1254,7,564607360,0,4209271,1
1813,9,2952119676,0,4209285,0


639,10,3451035642,0,4209285,0
1534,4,2821423028,0,4209285,0

872,9,1668602410,0,4209285,0
1795,14,1910358258,0,4209285,1
275,10,1743275232,0,4209285,0


1075,6,1028984032,0,4209285,0
1793,15,1910358128,0,4209285,1



527,6,1223197664,0,4209285,0
738,8,767080634,0,4209285,0

1420,9,626877206,0,4209285,0

1494,6,614954406,0,4209285,0

1253,10,564607296,0,4209271,1

1359,6,3058783210,0,4209285,0
308,7,2405715222,0,4209285,0
741,5,3456547166,0,4209285,0

214,9,3826136490,0,4209285,0
1073,7,2353728620,0,4209285,1


526,8,3230172050,0,4209285,0

523,7,3230171844,0,4209285,0

1267,6,1592999158,0,4209285,1


537,6,3230172742,0,4209285,0
1412,13,626876680,0,4209285,0

560,11,667585598,0,4209285,0

215,7,3826136560,0,4209285,0

1742,10,1455666062,0,4209285,0

1835,4,2748828404,0,4209285,0
1030,4,2967404936,0,4209285,0

1252,9,564607256,0,4209271,1
608,8,3748829210,0,4209285,0



90,9,687085224,0,4209285,0
97,11,687085676,0,4209285,0
1670,6,3722682802,0,4209285,0
1257,2,2494511710,0,4209285,0


1187,6,1812146426,0,4209285,0

534,5,3230172588,0,4209285,0

717,6,1189393230,0,4209285,0

318,3,1655721904,0,4209285,0
1342,10,4070133666,0,4209285,1
1484,5,3133371184,0,4209285,0

1219,2,2494509266,0,4209285,0


1603,12,2785644752,0,4209285,0
1251,6,564607168,0,4209271,1

1751,8,848672252,0,4209285,0
1490,2,1765766302,0,4209285,0


1535,9,192905202,0,4209285,1
440,7,156003884,0,4209285,1

2,9,1738408120,0,4209285,0
1762,12,1942993046,0,4209285,1


69,10,2304512374,0,4209285,0

1250,6,564607104,0,4209271,1
1573,10,3527248204,0,4209285,0
751,7,4152015850,0,4209285,0


1767,8,1942993344,0,4209285,0

379,7,3301203664,0,4209285,0

1592,13,3527249434,0,4209285,0
738,7,4152015000,0,4209285,0

399,5,3575145468,0,4209285,0


101,10,2304514408,0,4209285,0

548,7,757762360,0,4209285,0
1882,7,2809910934,0,4209285,0

1439,11,626878428,0,4209285,0
250,10,3826138810,0,4209285,0

518,6,3300032914,0,4209285,0

769,8,3236610162,0,4209285,0

1996,12,3223188238,0,4209285,0
1249,6,564607040,0,4209271,1



524,6,2003075880,0,4209285,0

1986,10,3223187584,0,4209285,0
752,3,354597922,0,4209285,0

969,11,2593714790,0,4209285,0

1931,14,158982854,0,4209285,1


637,10,1638571846,0,4209285,0
1973,10,4204653918,0,4209285,0
739,8,595900610,0,4209285,0

536,7,1223198234,0,4209285,0

1248,7,564606976,0,4209271,1
520,8,1223197200,0,4209285,0

1681,6,4099253338,0,4209285,0

1340,11,3527626546,0,4209285,0

397,6,2167694190,0,4209285,0

1862,11,2426655150,0,4209285,1

1339,5,4036447998,0,4209285,0

545,7,3230173260,0,4209285,0
272,8,2765505596,0,4209285,0


283,7,259933938,0,4209285,0
930,12,317646978,0,4209285,0

206,11,3346281344,0,4209285,0


1525,6,1644395890,0,4209285,0
264,9,232407570,0,4209285,0

691,14,2180033782,0,4209285,0

226,10,3346282676,0,4209285,0

1247,10,564606912,0,4209271,1
57,9,58330704,0,4209285,0



1402,7,423583408,0,4209285,0
396,5,1314939702,0,4209285,0


130,6,1994530952,0,4209285,0
1178,9,997271224,0,4209285,0

275,9,4068230358,0,4209285,0


1835,3,1257229024,0,4209285,0
417,7,1314941012,0,4209285,0

951,6,2191977932,0,4209285,0

544,9,757762060,0,4209285,0

90,8,1771837090,0,4209285,0

927,12,317646836,0,4209285,1

1246,9,564606848,0,4209271,1
788,6,1661912354,0,4209285,0
1309,9,2144814922,0,4209285,0


421,7,1517709632,0,4209285,0


1256,4,1592998448,0,4209285,1
1241,6,1592997478,0,4209285,1

1360,7,423580672,0,4209285,0

55,9,58330564,0,4209285,1


420,7,4026558756,0,4209285,0
493,9,522746742,0,4209285,0
1245,7,564606784,0,4209271,1
758,6,2517286316,0,4209285,0
1037,2,1028981628,0,4209285,0


23,6,58328574,0,4209285,0

1615,12,3630273520,0,4209285,0

934,10,1952770446,0,4209285,0
224,10,3346282546,0,4209285,0

721,6,4152013900,0,4209285,0

7,8,58327550,0,4209285,0


1686,8,1395369346,0,4209285,1

3,11,58327238,0,4209285,0

1608,12,3630273086,0,4209285,0
58,9,2127957652,0,4209285,0

530,6,2003076228,0,4209285,0
495,8,1518369762,0,4209285,0
1244,7,564606720,0,4209271,1

544,8,667584562,0,4209285,0



1642,13,2785647240,0,4209285,0

1818,9,4009215672,0,4209285,0

595,9,3451032800,0,4209285,0
588,10,3451032324,0,4209285,0
1519,7,3276110802,0,4209285,0
782,7,3594699650,0,4209285,0

1064,6,2578647608,0,4209285,0


365,8,3301202762,0,4209285,0
740,5,922138904,0,4209285,0
1082,6,768151198,0,4209285,0

373,9,3301203318,0,4209285,0

1199,10,2592943082,0,4209285,0

566,5,3376713124,0,4209285,0
1575,15,3527248356,0,4209285,1

1479,8,2821419480,0,4209285,0


1243,7,564606656,0,4209271,1


1192,8,2592942596,0,4209285,0
540,14,3376711446,0,4209285,1
1057,14,2578647124,0,4209285,1



154,11,1994532506,0,4209285,0
997,15,2119104878,0,4209285,1
1543,9,3951657464,0,4209285,0


477,13,1518368584,0,4209285,1
824,13,1170525698,0,4209285,1
1170,7,1500062870,0,4209285,0


793,13,1635436116,0,4209285,1


1157,8,1812144460,0,4209285,0
146,9,799417530,0,4209285,0

301,6,1192250220,0,4209285,0

813,8,615697262,0,4209285,0

1983,9,4204654574,0,4209285,0
1242,8,564606592,0,4209271,1



599,8,3451033028,0,4209285,0

817,7,615697484,0,4209285,0
591,9,3451032550,0,4209285,0

131,9,799416524,0,4209285,0
150,8,799417750,0,4209285,0


1579,12,3527248592,0,4209285,0
1160,14,1812144684,0,4209285,0

157,8,1994532734,0,4209285,0

1195,10,2592942824,0,4209285,0
697,14,2356194914,0,4209285,1

1472,10,614953000,0,4209285,1


700,13,2356195126,0,4209285,1
1241,8,564606528,0,4209271,1
288,10,1331709998,0,4209285,0

1203,10,2592943310,0,4209285,0



291,9,1331710200,0,4209285,0

383,8,3301203904,0,4209285,1

696,14,2356194848,0,4209285,1
901,12,2191974738,0,4209285,1
1785,8,848674418,0,4209285,1
910,9,1981473692,0,4209285,0



299,12,232409822,0,4209285,1

1249,3,1652373598,0,4209285,0
1240,5,564606464,0,4209271,1



1678,12,1395368832,0,4209285,1
1681,9,1395369060,0,4209285,1


557,9,757762922,0,4209285,0
1002,11,4176673470,0,4209285,0


859,9,2421610234,0,4209285,0
642,13,1067229318,0,4209285,0

167,7,799418818,0,4209285,0
716,4,308065036,0,4209285,0

821,7,302828902,0,4209285,0
1239,6,564606400,0,4209271,1

132,8,2934448388,0,4209285,0



2029,13,3601726290,0,4209285,0

1057,4,44238930,0,4209285,0
1501,7,3276109644,0,4209285,1
55,6,2127957464,0,4209285,0

1333,15,4036447590,0,4209285,1

100,7,1771837750,0,4209285,0

732,10,308066090,0,4209285,1
1250,5,1592998016,0,4209285,1

262,11,259932574,0,4209285,1

801,6,755288154,0,4209285,0

1601,12,3184889974,0,4209285,0

161,8,799418490,0,4209285,0
1238,13,564606376,0,4209271,1

326,8,1345737150,0,4209285,0

1833,6,2634664524,0,4209285,0

256,5,339230760,0,4209285,0


978,8,4176671928,0,4209285,0
741,4,4026579298,0,4209285,0

1142,11,4005240216,0,4209285,0

949,10,1952771410,0,4209285,1


1177,11,1500063344,0,4209285,0
505,8,168590954,0,4209285,0

2035,11,3601726694,0,4209285,0

945,13,1546579036,0,4209285,0
1237,11,564606332,0,4209271,1

1134,12,711531436,0,4209285,0
1235,5,1592997100,0,4209285,1
1471,10,1815834604,0,4209285,0

715,7,911520502,0,4209285,0

1023,10,2593718218,0,4209285,0


1830,6,2634664342,0,4209285,0
1470,12,1815834552,0,4209285,0

1735,13,1942991344,0,4209285,1
1236,10,564606268,0,4209271,1


1331,9,1039224002,0,4209285,0
395,7,897737456,0,4209285,0
1408,13,772628528,0,4209285,1

1411,14,772628728,0,4209285,1
1738,12,1942991546,0,4209285,1
1533,4,3052765032,0,4209285,0

274,6,2473084046,0,4209285,0


1759,9,4058888146,0,4209285,0

543,8,4106651600,0,4209285,1
1480,10,1461285388,0,4209285,1
797,11,755287920,0,4209285,1
1886,9,2426656642,0,4209285,0

1495,4,614954462,0,4209285,1




1235,9,564606204,0,4209271,1

581,11,3748827500,0,4209285,1
422,7,2167695756,0,4209285,1
673,14,2180032636,0,4209285,1
1407,11,423583720,0,4209285,1
865,12,3341998196,0,4209285,1




1491,10,1461286120,0,4209285,1
986,11,539817648,0,4209285,1
1264,3,1592998924,0,4209285,0
1234,9,564606140,0,4209271,1
1492,9,1461286156,0,4209285,1
1501,6,3133372260,0,4209285,0
147,13,2934449392,0,4209285,1



750,13,3456547750,0,4209285,1


749,11,4026579814,0,4209285,1




780,14,3236610868,0,4209285,1

938,8,1696787134,0,4209285,0

444,6,2167697196,0,4209285,0
113,11,1771838572,0,4209285,0

754,6,869186746,0,4209285,0
99,13,220600570,0,4209285,1
306,8,1743277228,0,4209285,0
1333,14,447434088,0,4209285,1

1310,12,3527624626,0,4209285,0


1622,11,2785645994,0,4209285,0
1233,8,564606076,0,4209271,1


403,6,4026557680,0,4209285,0


95,9,220600318,0,4209285,0
1173,13,3085378920,0,4209285,1

1232,12,564606012,0,4209271,1

800,8,755288066,0,4209285,0
428,5,2167696178,0,4209285,0

749,6,3456547690,0,4209285,0
748,6,4026579754,0,4209285,0


554,11,4106652292,0,4209285,0
1405,6,3058786160,0,4209285,0

839,4,2421608944,0,4209285,0

1968,12,158985252,0,4209285,0
1274,8,2494512820,0,4209285,1


848,7,1668600854,0,4209285,0
812,9,3112225596,0,4209285,1
1231,12,564605948,0,4209271,1

1956,8,4015778096,0,4209285,0

1971,10,4015779028,0,4209285,0
489,7,1518369362,0,4209285,0


838,8,2649805210,0,4209285,1
1489,5,1644393592,0,4209285,0

310,14,2405715376,0,4209285,1

842,7,1587073668,0,4209285,0
313,13,2405715568,0,4209285,1


1063,2,768149956,0,4209285,0
256,7,2699313156,0,4209285,1


1230,11,564605884,0,4209271,1

437,8,1314942320,0,4209285,0
241,11,3346283634,0,4209285,0

862,10,1668601732,0,4209285,0

1808,10,2748826640,0,4209285,0
836,8,2421608730,0,4209285,1
130,9,4039909508,0,4209285,1

1043,7,4193191126,0,4209285,0

1966,9,4204653458,0,4209285,0

1868,11,3797275434,0,4209285,1
399,11,156001262,0,4209285,1

59,10,2229931746,0,4209285,0
1339,13,1282363126,0,4209285,1

474,13,2115401396,0,4209285,1


1084,9,1028984618,0,4209285,1
786,8,3236611236,0,4209285,0
808,7,1635437100,0,4209285,0


1229,10,564605820,0,4209271,1

1303,7,1118258640,0,4209285,0

1876,5,599512366,0,4209285,0

564,7,757763340,0,4209285,1
464,9,2115400760,0,4209285,0

1314,10,1118259362,0,4209285,0
1944,14,158983690,0,4209285,1
1228,10,564605756,0,4209271,1
487,3,2115402226,0,4209285,0
1516,5,192903992,0,4209285,1




421,6,4026558790,0,4209285,0
10,10,2127954574,0,4209285,1


287,13,259934194,0,4209285,1

1561,12,3527247462,0,4209285,1
185,10,2934451796,0,4209285,1
1418,13,1815831176,0,4209285,0


1492,8,1765766420,0,4209285,1
651,14,1308664552,0,4209285,1

281,7,259933800,0,4209285,0
1837,9,2634664796,0,4209285,1

1227,11,564605692,0,4209271,1
1764,8,36288802,0,4209285,0


1754,9,36288158,0,4209285,0



1337,10,4036447838,0,4209285,1
534,7,2003076494,0,4209285,1
1172,10,4235928832,0,4209285,0
723,7,382383316,0,4209285,1
1481,8,3052761672,0,4209285,1
715,10,382382838,0,4209285,1





306,11,3597814944,0,4209285,1
299,10,3597814514,0,4209285,1
1179,10,4235929330,0,4209285,1
1187,10,4235929838,0,4209285,1
293,10,3597814088,0,4209285,1
674,14,1308666036,0,4209285,1




345,11,3706214008,0,4209285,0


1226,10,564605628,0,4209271,1

1576,11,3951659558,0,4209285,1
317,8,259936070,0,4209285,1
309,9,259935596,0,4209285,1
1163,10,4235928302,0,4209285,1



1559,8,3951658452,0,4209285,1
302,9,259935124,0,4209285,1

294,8,259934622,0,4209285,1
1280,11,2455060526,0,4209285,1
1225,11,564605564,0,4209271,1
1553,12,3951658078,0,4209285,1


1546,13,3951657626,0,4209285,1
314,9,3597815424,0,4209285,0

286,10,3597813650,0,4209285,1






1262,6,773143474,0,4209285,1
1026,4,44236954,0,4209285,1
1935,8,4015776734,0,4209285,1
157,11,3149539168,0,4209285,1




1224,11,564605500,0,4209271,1
297,7,4035725904,0,4209285,1


312,12,2699316766,0,4209285,1
520,10,2003075638,0,4209285,1
315,10,2473086712,0,4209285,1
305,10,2699316296,0,4209285,1
164,9,1994533150,0,4209285,1
745,7,869186160,0,4209285,1

1223,11,564605436,0,4209271,1



239,10,1746287574,0,4209285,1


759,1,3965369808,0,4209285,1



267,10,232407798,0,4209285,1
755,4,1189395684,0,4209285,1
1274,6,3985456794,0,4209285,1
434,10,897739952,0,4209285,1
1252,4,2494511368,0,4209285,1
1222,11,564605372,0,4209271,1

1750,13,4058887570,0,4209285,1





1741,12,4058886976,0,4209285,1
472,10,522745398,0,4209285,1

479,9,522745852,0,4209285,1

1221,9,564605308,0,4209271,1

1513,9,1644395076,0,4209285,1
1796,9,3346645272,0,4209285,1
717,10,3456545616,0,4209285,1

1188,9,1500064000,0,4209285,0


1691,8,2451416792,0,4209285,1
754,7,922139788,0,4209285,1
781,8,2188297054,0,4209285,1



40,8,1738410528,0,4209285,1

1220,9,564605244,0,4209271,1
765,5,354598740,0,4209285,1
304,10,2405714982,0,4209285,1




1179,9,1500063478,0,4209285,1
308,12,1331711234,0,4209285,1
1529,6,1765768792,0,4209285,1
827,8,1661914816,0,4209285,0



1517,6,1524857706,0,4209285,1
298,10,2405714606,0,4209285,1
1235,4,2494510332,0,4209285,1
1060,5,44239144,0,4209285,1
548,9,3099625750,0,4209285,1
1298,11,447431810,0,4209285,1


551,8,3376712128,0,4209285,0


1219,12,564605180,0,4209271,1
1796,8,1257226542,0,4209285,1





1058,4,1028982952,0,4209285,1
1277,6,1652375418,0,4209285,1
514,8,3099623600,0,4209285,1
835,8,1587073276,0,4209285,1
1273,4,3606658636,0,4209285,1
1266,3,3606658218,0,4209285,1
290,8,1331710138,0,4209285,1







1218,10,564605116,0,4209271,1
263,7,1331708382,0,4209285,1
241,12,2646490192,0,4209285,1
1803,10,2634662628,0,4209285,1
208,13,2646488104,0,4209285,1





1851,9,2748829386,0,4209285,1
312,11,2405715478,0,4209285,1
1732,12,372617480,0,4209285,1
1778,8,372620458,0,4209285,1
457,9,168587886,0,4209285,1
326,9,3706212740,0,4209285,1
1759,10,372619222,0,4209285,1



1217,10,564605052,0,4209271,1

1701,11,3722684744,0,4209285,1

1207,8,3085381102,0,4209285,1

798,10,267438010,0,4209285,1
703,14,2356195272,0,4209285,1





699,13,2356195030,0,4209285,1

318,6,2405715894,0,4209285,1
1477,9,3276108136,0,4209285,1
1521,7,3276110938,0,4209285,1
1034,7,44237476,0,4209285,1
823,7,1635438040,0,4209285,1
1273,3,773144172,0,4209285,1
1491,9,1225618654,0,4209285,1

1481,7,1225617984,0,4209285,1

796,6,1635436290,0,4209285,1

1410,14,772628624,0,4209285,1



406,6,156001676,0,4209285,1

1216,11,564604988,0,4209271,1




1314,13,3527624876,0,4209285,1
667,14,2180032214,0,4209285,1
1703,3,2451417554,0,4209285,1
1020,10,898826022,0,4209285,1
260,10,339231000,0,4209285,1
406,5,2616092046,0,4209285,1
735,5,308066296,0,4209285,1







1279,10,3195092988,0,4209271,1
1555,12,3527247040,0,4209285,1
1585,13,3527249004,0,4209285,1
289,9,4035725412,0,4209285,1
774,10,1170522540,0,4209285,1





826,10,1170525880,0,4209285,1
1989,9,475132258,0,4209285,1
1821,10,4009215864,0,4209285,1
552,7,757762570,0,4209285,1
1772,10,2629024548,0,4209285,1
444,7,3575148346,0,4209285,1



1482,8,1524855430,0,4209285,1



1278,12,3195092924,0,4209271,1

744,8,4026579488,0,4209285,1
285,13,2473084756,0,4209285,1
149,10,1994532164,0,4209285,1
270,8,2473083790,0,4209285,1
751,9,4026579926,0,4209285,1
247,12,617627132,0,4209285,1



1277,12,3195092860,0,4209271,1


729,10,869185124,0,4209285,1
480,10,1518368768,0,4209285,0

1313,11,447432814,0,4209285,1
783,10,302826438,0,4209285,1
1034,6,768148120,0,4209285,1






149,9,2934449532,0,4209285,1
710,7,3456545160,0,4209285,1
957,8,2096820040,0,4209285,1
949,9,2096819572,0,4209285,1



752,6,3456547862,0,4209285,1

905,11,2096816750,0,4209285,1
1276,11,3195092796,0,4209271,1
1476,8,1765765390,0,4209285,1
1307,11,3903669974,0,4209285,1
1300,10,3903669552,0,4209285,1

1281,10,3903668288,0,4209285,1
1287,7,3903668694,0,4209285,1


410,6,4026558088,0,4209285,1





1323,10,3903671002,0,4209285,1
1835,7,3346647798,0,4209285,1
32,9,1738410032,0,4209285,1
1843,10,3346648308,0,4209285,1
260,9,232407338,0,4209285,1
315,9,232410824,0,4209285,1
1968,13,2983717900,0,4209285,1
12,11,1738408746,0,4209285,1






1007,11,2119105502,0,4209285,1

286,9,232408968,0,4209285,1

700,12,1067233062,0,4209285,1
2004,13,530838796,0,4209285,1
1986,11,530837682,0,4209285,1

1275,13,3195092732,0,4209271,1




1031,5,2578645500,0,4209285,1
527,8,3376710630,0,4209285,1
1474,8,2821419168,0,4209285,1
723,6,2202580172,0,4209285,1
1489,9,2821420102,0,4209285,1
1496,7,2821420570,0,4209285,1



1274,10,3195092668,0,4209271,1

282,10,1192248970,0,4209285,1


733,8,1189394252,0,4209285,1



1238,5,3985454490,0,4209285,1
726,4,1189393848,0,4209285,1
275,12,3597812958,0,4209285,1
1222,5,3985453492,0,4209285,1
1231,3,3985454074,0,4209285,1




1215,10,1500065760,0,4209285,1
753,9,382385270,0,4209285,1

396,7,4026557196,0,4209285,1
1480,9,3133370910,0,4209285,1



699,14,802991808,0,4209285,1
748,9,4152015660,0,4209285,1
509,10,2746515308,0,4209285,1

1273,12,3195092604,0,4209271,1
1891,8,1560271040,0,4209285,0





1078,6,768150912,0,4209285,0
1245,6,3985454912,0,4209285,0
266,12,2765505158,0,4209285,1

1304,9,3527624230,0,4209285,1
1049,7,44238420,0,4209285,1
802,7,1635436722,0,4209285,1
412,7,156002064,0,4209285,1
508,10,3823664938,0,4209285,1



683,15,1067231958,0,4209285,1



1041,5,4193191032,0,4209285,1



1272,10,3195092540,0,4209271,1
53,9,3918007656,0,4209285,1
1781,9,1942994284,0,4209285,1



264,11,4068229670,0,4209285,1
1829,8,1257228620,0,4209285,1
1818,11,1257227942,0,4209285,1
1783,8,848674244,0,4209285,1
539,9,1205372658,0,4209285,1



1271,9,3195092476,0,4209271,1

1534,7,192905128,0,4209285,1
1685,8,2318378308,0,4209285,1

186,10,4039913142,0,4209285,1
520,9,3376710160,0,4209285,1





793,9,2334049862,0,4209285,1

920,11,2191975940,0,4209285,1
34,12,2127956156,0,4209285,1
1842,7,1910361232,0,4209285,1
1166,12,2447975302,0,4209285,1
802,6,3236612248,0,4209285,1

1430,12,772629926,0,4209285,1
1270,10,3195092412,0,4209271,1

971,9,539816672,0,4209285,1


267,9,1192248012,0,4209285,1





1266,2,3985456272,0,4209285,1
