Set,Way,Physical Address,Victim Address,Program Counter,Hit
1667,0,3200753902,0,4207559,0
1668,0,3200753946,0,4207559,0
1680,0,3200754738,0,4207559,0
100,0,3412072704,0,4207552,0
1722,0,3200757420,0,4207559,0
1396,0,307715344,0,4207559,0
1856,0,146919438,0,4207559,0
1864,0,146919940,0,4207559,0
1881,0,146921084,0,4207559,0
1884,0,146921276,0,4207559,0
1896,1,146922019,0,4207559,0
1874,0,917492924,0,4207559,0
1892,0,917494056,0,4207559,0
1910,0,917495224,0,4207559,0
987,0,3454465749,0,4207559,0
1022,0,3454468027,0,4207559,0
1674,0,3970409136,0,4207559,0
1693,0,3970410338,0,4207559,0
1703,0,3970410949,0,4207559,0
1492,0,1262187807,0,4207559,0
101,0,3412072768,0,4207552,0
1508,0,1262188840,0,4207559,0
718,0,2105193347,0,4207559,0
0,0,3641442363,0,4207559,0
23,0,3641443795,0,4207559,0
35,0,3641444607,0,4207559,0
38,0,3641444789,0,4207559,0
1225,0,4095816281,0,4207559,0
1240,1,4095817269,0,4207559,0
711,0,1760997878,0,4207559,0
730,0,2719659690,0,4207559,0
741,0,2719660361,0,4207559,0
747,0,2719660793,0,4207559,0
1691,0,1522640586,0,4207559,0
1703,1,1522641373,0,4207559,0
1713,0,1522642035,0,4207559,0
1720,0,1522642451,0,4207559,0
102,0,3412072832,0,4207552,0
705,0,3162288251,0,4207559,0
711,1,3162288600,0,4207559,0
718,1,3162289087,0,4207559,0
384,0,290742287,0,4207559,0
416,0,290744346,0,4207559,0
329,0,548557436,0,4207559,0
349,0,548558670,0,4207559,0
908,0,604955429,0,4207559,0
914,0,604955799,0,4207559,0
928,0,604956675,0,4207559,0
938,0,604957344,0,4207559,0
954,0,604958398,0,4207559,0
95,2,3459389389,0,4207559,0
326,0,87445938,0,4207559,0
1055,0,1426524140,0,4207559,0
1057,0,1426524276,0,4207559,0
103,0,3412072896,0,4207552,0
173,0,2475961167,0,4207559,0
184,0,2475961885,0,4207559,0
899,0,1886314726,0,4207559,0
906,0,1886315158,0,4207559,0
916,0,1886315824,0,4207559,0
920,0,1886316080,0,4207559,0
934,0,1886316966,0,4207559,0
941,0,1886317426,0,4207559,0
956,0,1886318367,0,4207559,0
1235,0,1702311166,0,4207559,0
1098,0,2317947543,0,4207559,0
1126,0,2317949365,0,4207559,0
324,0,3006026008,0,4207559,0
333,0,3006026606,0,4207559,0
347,0,3006027485,0,4207559,0
354,0,3006027916,0,4207559,0
104,0,3412072960,0,4207552,0
10,0,3827303062,0,4207559,0
14,0,3827303351,0,4207559,0
26,0,3827304089,0,4207559,0
427,0,3548801789,0,4207559,0
433,0,3548802164,0,4207559,0
444,0,3548802827,0,4207559,0
789,0,2007418190,0,4207559,0
2034,0,1120271519,0,4207559,0
2035,0,1120271607,0,4207559,0
1499,0,1036744401,0,4207559,0
1500,0,1036744457,0,4207559,0
1524,0,1036746006,0,4207559,0
1530,0,1036746412,0,4207559,0
1688,1,4065306147,0,4207559,0
1723,0,4065308361,0,4207559,0
1073,0,368774229,0,4207559,0
1158,0,2832671116,0,4207559,0
229,0,2160998720,0,4207559,0
1903,0,4222213056,0,4207559,0
604,0,2060752640,0,4207559,0
1066,0,2897676928,0,4207559,0
1488,0,1515811840,0,4207559,0
1669,0,3200753984,0,4207559,0
36,0,3641444608,0,4207559,0
719,0,3162289088,0,4207559,0
262,0,3165274496,0,4207559,0
1523,0,2801761472,0,4207559,0
1075,0,1783303360,0,4207559,0
1173,0,4076938560,0,4207559,0
955,0,604958400,0,4207559,0
1236,0,1702311168,0,4207559,0
1170,0,3782288520,0,4207752,0
215,0,2160997824,0,4207559,0
136,0,92545536,0,4207559,0
428,0,3548801792,0,4207559,0
1197,0,3782290240,0,4209472,0
1198,0,3782290304,0,4209536,0
1199,1,3782290371,0,4209603,0
1200,0,3782290434,0,4209666,0
1201,0,3782290499,0,4209731,0
1202,0,3782290560,0,4209792,0
1206,0,3782290853,0,4210085,0
1207,1,3782290883,0,4210115,0
1208,0,3782290946,0,4210178,0
1209,0,3782291013,0,4210245,0
1210,0,3782291074,0,4210306,0
1171,0,3782288622,0,4207854,0
330,0,548557440,0,4207559,0
1882,0,146921088,0,4207559,0
1355,0,3378205376,0,4207559,0
1875,0,917492928,0,4207559,0
876,0,2766199552,0,4207559,0
1877,0,4222211392,0,4207559,0
246,0,3789307264,0,4207559,0
706,0,3162288256,0,4207559,0
538,0,3636233856,0,4207559,0
748,0,2719660800,0,4207559,0
1911,0,917495232,0,4207559,0
712,0,1760997888,0,4207559,0
1172,1,3782288643,0,4207875,0
1214,0,3782291387,0,4210619,0
1215,0,3782291395,0,4210627,0
1174,0,3782288778,0,4208010,0
1454,0,1627483011,0,4205443,0
1455,0,1627483072,0,4205504,0
1459,0,1627483357,0,4205789,0
1196,1,3782290192,0,4209424,0
1954,0,3088967852,0,4208019,0
777,1,267436614,0,4205475,0
1861,0,3487289708,0,4205480,0
788,0,267437312,0,4205475,0
793,0,1661912648,0,4205480,0
1877,1,3487290712,0,4205480,0
1339,0,1131630306,0,4205475,0
1913,0,3487293000,0,4205480,0
1013,0,4176674168,0,4205475,0
145,1,3757450344,0,4205475,0
1769,1,4058888830,0,4205480,0
1770,0,4058888832,0,4205519,0
1965,0,158985072,0,4205475,0
1819,0,2648819400,0,4205480,0
2038,1,4091936138,0,4205475,0
371,0,3706215616,0,4205475,0
2043,0,2480275194,0,4205475,0
921,0,1546577506,0,4205475,0
921,1,1886316096,0,4205298,0
54,0,2229931440,0,4205475,0
274,0,4068230300,0,4205475,0
429,0,1517710160,0,4205475,0
1649,0,2785647686,0,4205480,0
1664,0,4099252244,0,4205475,0
491,0,168590024,0,4205480,0
264,1,3165274624,0,4205247,0
1893,1,917494080,0,4205465,0
334,0,3706213280,0,4205480,0
1748,0,372618550,0,4205475,0
327,0,87445952,0,4205268,0
1929,1,745529920,0,4205315,0
1302,0,2455061934,0,4205475,0
850,1,3341997236,0,4205480,0
1056,0,1426524160,0,4205370,0
1509,0,1262188864,0,4205460,0
654,0,802988960,0,4205475,0
900,0,317645096,0,4205480,0
1058,0,1426524288,0,4205225,0
904,0,317645368,0,4205480,0
1367,0,423581150,0,4205475,0
2015,0,4091934702,0,4205480,0
518,0,3230171544,0,4205475,0
1852,0,1257230090,0,4205475,0
583,0,2060751296,0,4205247,0
210,0,617624758,0,4205475,0
1111,0,4005238262,0,4205475,0
943,0,1696787448,0,4205475,0
953,0,1696788034,0,4205475,0
846,0,2421609380,0,4205475,0
549,0,3636234560,0,4205408,0
148,0,2603099452,0,4205475,0
716,0,3965367056,0,4205475,0
465,0,2746512510,0,4205475,0
466,0,2746512512,0,4205514,0
733,1,4152014658,0,4205475,0
477,0,2746513224,0,4205475,0
1775,0,848673736,0,4205475,0
1737,0,372617834,0,4205475,0
1270,0,3140566400,0,4205366,0
1008,1,4176673832,0,4205475,0
868,0,3542931712,0,4207559,0
1197,1,2832673600,0,4207818,0
1046,0,2897675648,0,4207559,0
1885,0,146921280,0,4207559,0
1203,0,3782290627,0,4209859,0
1204,0,3782290692,0,4209924,0
1024,0,1528102912,0,4210688,0
1212,0,3782291203,0,4210435,0
1293,0,406799208,0,4210642,0
1023,0,3454468032,0,4205247,0
706,1,767078582,0,4205475,0
789,1,302826862,0,4205480,0
1211,0,3782291157,0,4210389,0
2036,0,1120271616,0,4205315,0
1914,0,599514812,0,4205475,0
1861,1,599511366,0,4205480,0
1205,0,3782290754,0,4209986,0
461,0,522744692,0,4205475,0
460,0,522744604,0,4205480,0
1825,0,2230700096,0,4207559,0
1386,1,90528384,0,4207559,0
556,0,3193735936,0,4207559,0
156,0,2329683712,0,4205247,0
82,0,687084726,0,4205475,0
893,0,1587076962,0,4205480,0
1127,0,2317949376,0,4205247,0
1952,0,430696448,0,4207559,0
1241,0,4095817280,0,4207559,0
1972,0,745532672,0,4205221,0
1787,0,1963835072,0,4205221,0
244,0,2912173312,0,4205264,0
434,0,3548802176,0,4205221,0
1714,0,1522642048,0,4205247,0
96,1,1960843264,0,4207559,0
1,0,3641442368,0,4207559,0
169,0,2329684544,0,4207559,0
2039,0,3034840512,0,4207559,0
1867,0,4142125760,0,4207559,0
1324,0,2433174272,0,4207559,0
15,0,3827303360,0,4207559,0
538,1,3644360320,0,4205264,0
184,1,4039913012,0,4205475,0
244,1,3346283790,0,4205480,0
731,0,2719659712,0,4205433,0
518,1,2003075470,0,4205475,0
1978,0,3865833122,0,4205480,0
1943,0,4131382720,0,4205465,0
549,1,757762426,0,4205475,0
1202,1,1812147360,0,4205480,0
223,0,2912171968,0,4205315,0
1158,1,4076937600,0,4205391,0
1154,0,4235927726,0,4205475,0
1552,1,3527246886,0,4205480,0
39,1,3641444800,0,4205247,0
1679,0,2484970432,0,4205349,0
930,0,2191976618,0,4205475,0
754,0,2517286034,0,4205480,0
480,0,1970829346,0,4205475,0
1230,1,3511104384,0,4205429,0
730,1,1189394098,0,4205475,0
1451,1,3854265024,0,4205281,0
591,1,3027145706,0,4205475,0
1827,0,3346647252,0,4205480,0
146,0,92546176,0,4205387,0
1448,0,2945280550,0,4205475,0
276,0,232408336,0,4205475,0
829,0,302829426,0,4205480,0
1074,1,2578648254,0,4205475,0
1329,0,3903671380,0,4205475,0
540,1,3376711446,0,4205475,0
997,0,2119104878,0,4205480,0
1816,0,2090452480,0,4205225,0
1057,1,2578647124,0,4205480,0
1575,0,3527248356,0,4205475,0
410,0,2616092348,0,4205475,0
1827,1,2390477014,0,4205480,0
1193,0,4076939840,0,4205315,0
470,0,4019221934,0,4205475,0
1200,1,4076940288,0,4205349,0
484,0,4019222826,0,4205475,0
1456,0,1627483137,0,4205569,0
1040,0,2578646046,0,4205475,0
1472,1,3133370376,0,4205480,0
2022,0,3034839424,0,4205499,0
1236,1,3985454352,0,4205475,0
1021,0,539819864,0,4205475,0
733,2,308066152,0,4205475,0
531,0,2003076326,0,4205480,0
1241,1,3077125758,0,4205475,0
133,0,2934448450,0,4205480,0
1635,0,2785646812,0,4205475,0
309,0,2765507922,0,4205480,0
89,1,1960842816,0,4205412,0
1940,0,2293884161,0,4205460,0
822,0,302828964,0,4205480,0
1324,1,1282362146,0,4205475,0
497,0,1518369860,0,4205480,0
1472,2,1644392474,0,4205475,0
1583,0,3527248842,0,4205475,0
1895,0,1560271350,0,4205480,0
1475,0,3276108008,0,4205475,0
1565,0,3951658872,0,4205480,0
263,1,3597812180,0,4205475,0
1046,1,2743928208,0,4205475,0
430,0,4026559360,0,4205480,0
216,1,1746286096,0,4205480,0
253,0,617627466,0,4205475,0
1727,0,3470897088,0,4205268,0
1067,0,4193192648,0,4205475,0
642,0,1308663988,0,4205480,0
1770,1,336968320,0,4205465,0
1647,0,3630275560,0,4205475,0
344,0,386422304,0,4205480,0
1836,0,419547904,0,4205319,0
727,0,869184960,0,4205475,0
924,0,2096817966,0,4205480,0
181,0,799419750,0,4205475,0
326,1,3301200256,0,4205475,0
318,0,4068233098,0,4205475,0
25,1,2229929592,0,4205480,0
1058,1,2967406756,0,4205475,0
1792,0,4009213996,0,4205480,0
1054,0,3795257216,0,4205336,0
495,0,2808511424,0,4205408,0
562,0,2003078290,0,4205475,0
1184,0,3782289413,0,4208645,0
1185,0,3782289482,0,4208714,0
1161,0,3782287985,0,4207217,0
1162,0,3782288005,0,4207237,0
800,1,2334050306,0,4205475,0
1517,0,192904052,0,4205475,0
368,1,2753977400,0,4208673,0
369,0,2753977408,0,4207242,0
1163,0,3782288066,0,4207298,0
370,0,2753977472,0,4207242,0
1376,0,307714068,0,4207456,0
963,0,898822369,0,4207472,0
1798,0,659407236,0,4207477,0
110,0,3412073380,0,4207470,0
961,0,898822239,0,4207818,0
1801,0,659407472,0,4207559,0
877,0,382131008,0,4207464,0
876,1,382131004,0,4207812,0
397,0,676356976,0,4207450,0
1805,0,659407714,0,4207559,0
960,0,898822183,0,4207818,0
638,0,146841486,0,4207818,0
637,0,146841456,0,4207818,0
636,0,146841345,0,4207818,0
635,0,146841315,0,4207818,0
633,0,146841156,0,4207818,0
632,0,146841126,0,4207818,0
631,0,146841047,0,4207818,0
1812,1,659408165,0,4207559,0
1822,1,659408769,0,4207559,0
1825,1,659408973,0,4207559,0
1829,0,659409276,0,4207559,0
1831,0,659409374,0,4207559,0
1832,0,659409459,0,4207559,0
1835,1,659409648,0,4207559,0
111,0,3412073408,0,4207552,0
630,0,146840994,0,4207818,0
629,0,146840916,0,4207818,0
1837,0,659409783,0,4207559,0
628,0,146840893,0,4207818,0
875,1,382130940,0,4207812,0
626,0,146840762,0,4207818,0
624,0,146840587,0,4207818,0
623,0,146840557,0,4207818,0
622,0,146840468,0,4207818,0
1842,0,659410066,0,4207559,0
1848,0,659410459,0,4207559,0
621,0,146840442,0,4207818,0
619,0,146840302,0,4207818,0
617,0,146840171,0,4207818,0
615,0,146840036,0,4207818,0
614,0,146839969,0,4207818,0
704,0,3554324526,0,4207559,0
707,0,3554324716,0,4207559,0
710,0,3554324904,0,4207559,0
613,0,146839888,0,4207818,0
715,0,3554325199,0,4207559,0
611,0,146839805,0,4207818,0
874,0,382130876,0,4207812,0
609,0,146839651,0,4207818,0
716,1,3554325274,0,4207559,0
608,0,146839569,0,4207818,0
607,1,146839539,0,4207818,0
606,0,146839455,0,4207818,0
717,0,3554325333,0,4207559,0
718,2,3554325416,0,4207559,0
719,1,3554325476,0,4207559,0
604,1,146839355,0,4207818,0
727,1,3554326010,0,4207559,0
601,0,146839131,0,4207818,0
600,0,146839093,0,4207818,0
112,0,3412073472,0,4207552,0
733,3,3554326378,0,4207559,0
749,0,3554327390,0,4207559,0
757,0,3554327892,0,4207559,0
759,0,3554328048,0,4207559,0
760,0,3554328074,0,4207559,0
599,0,146839017,0,4207818,0
597,0,146838891,0,4207818,0
596,0,146838827,0,4207818,0
594,0,146838679,0,4207818,0
593,0,146838625,0,4207818,0
765,0,3554328428,0,4207559,0
873,1,382130812,0,4207812,0
592,0,146838538,0,4207818,0
591,2,146838508,0,4207818,0
590,0,146838404,0,4207818,0
1602,0,2651558016,0,4207559,0
589,0,146838377,0,4207818,0
588,0,146838291,0,4207818,0
587,0,146838271,0,4207818,0
586,0,146838173,0,4207818,0
1604,0,2651558186,0,4207559,0
1605,0,2651558236,0,4207559,0
1606,1,2651558309,0,4207559,0
1607,0,2651558386,0,4207559,0
1611,0,2651558610,0,4207559,0
1612,0,2651558718,0,4207559,0
1614,0,2651558786,0,4207559,0
585,0,146838087,0,4207818,0
113,0,3412073536,0,4207552,0
584,0,146838057,0,4207818,0
582,1,146837944,0,4207818,0
1617,0,2651559025,0,4207559,0
1636,0,2651560197,0,4207559,0
1642,0,2651560629,0,4207559,0
872,0,382130748,0,4207812,0
581,0,146837887,0,4207818,0
1651,0,2651561201,0,4207559,0
580,0,146837806,0,4207818,0
579,1,146837748,0,4207818,0
576,0,146837543,0,4207818,0
1023,1,583335900,0,4207818,0
1022,1,583335870,0,4207818,0
1020,0,583335734,0,4207818,0
1652,0,2651561241,0,4207559,0
1860,0,4142125345,0,4207559,0
1019,0,583335677,0,4207818,0
871,0,382130684,0,4207812,0
1017,0,583335529,0,4207818,0
1014,0,583335354,0,4207818,0
1013,1,583335253,0,4207818,0
1012,0,583335203,0,4207818,0
1009,0,583335023,0,4207818,0
1861,2,4142125390,0,4207559,0
1863,0,4142125518,0,4207559,0
1873,0,4142126192,0,4207559,0
1874,1,4142126223,0,4207559,0
1876,1,4142126354,0,4207559,0
114,0,3412073600,0,4207552,0
1879,0,4142126537,0,4207559,0
1007,0,583334880,0,4207818,0
1881,1,4142126657,0,4207559,0
1894,0,4142127503,0,4207559,0
1004,0,583334706,0,4207818,0
1002,0,583334552,0,4207818,0
1001,0,583334522,0,4207818,0
1000,0,583334452,0,4207818,0
870,1,382130620,0,4207812,0
1895,1,4142127554,0,4207559,0
1898,0,4142127746,0,4207559,0
999,0,583334386,0,4207818,0
998,0,583334291,0,4207818,0
996,0,583334197,0,4207818,0
994,0,583334070,0,4207818,0
1900,0,4142127930,0,4207559,0
993,0,583334012,0,4207818,0
991,0,583333859,0,4207818,0
989,0,583333721,0,4207818,0
1905,0,4142128205,0,4207559,0
1917,0,4142129007,0,4207559,0
988,0,583333694,0,4207818,0
985,0,583333482,0,4207818,0
983,0,583333313,0,4207818,0
869,0,382130556,0,4207812,0
1934,0,2293883824,0,4207559,0
1937,0,2293884006,0,4207559,0
1942,1,2293884328,0,4207559,0
982,0,583333296,0,4207818,0
1952,1,2293884949,0,4207559,0
1953,0,2293885027,0,4207559,0
115,0,3412073664,0,4207552,0
1954,1,2293885113,0,4207559,0
1955,0,2293885132,0,4207559,0
980,0,583333165,0,4207818,0
979,0,583333105,0,4207818,0
977,0,583332958,0,4207818,0
976,0,583332899,0,4207818,0
974,0,583332785,0,4207818,0
1958,1,2293885320,0,4207559,0
1965,1,2293885812,0,4207559,0
1977,0,2293886585,0,4207559,0
1978,1,2293886594,0,4207559,0
973,0,583332724,0,4207818,0
1979,0,2293886711,0,4207559,0
512,1,1237090331,0,4207559,0
513,0,1237090386,0,4207559,0
528,0,1237091333,0,4207559,0
531,1,1237091558,0,4207559,0
971,0,583332590,0,4207818,0
868,1,382130492,0,4207812,0
969,0,583332442,0,4207818,0
968,0,583332414,0,4207818,0
966,0,583332265,0,4207818,0
536,0,1237091903,0,4207559,0
538,2,1237092023,0,4207559,0
965,0,583332207,0,4207818,0
962,0,583331998,0,4207818,0
63,0,39981048,0,4207818,0
60,0,39980808,0,4207818,0
59,0,39980778,0,4207818,0
57,0,39980642,0,4207818,0
867,1,382130428,0,4207812,0
54,1,39980473,0,4207818,0
53,0,39980371,0,4207818,0
52,0,39980334,0,4207818,0
539,0,1237092037,0,4207559,0
540,2,1237092110,0,4207559,0
544,0,1237092362,0,4207559,0
550,0,1237092756,0,4207559,0
116,0,3412073728,0,4207552,0
551,0,1237092832,0,4207559,0
552,0,1237092867,0,4207559,0
558,0,1237093276,0,4207559,0
563,0,1237093622,0,4207559,0
51,0,39980286,0,4207818,0
50,0,39980187,0,4207818,0
564,0,1237093681,0,4207559,0
565,1,1237093727,0,4207559,0
569,0,1237093977,0,4207559,0
571,0,1237094120,0,4207559,0
49,0,39980120,0,4207818,0
48,0,39980090,0,4207818,0
46,0,39979936,0,4207818,0
42,0,39979706,0,4207818,0
866,0,382130364,0,4207812,0
40,0,39979549,0,4207818,0
117,0,3412073792,0,4207552,0
572,0,1237094150,0,4207559,0
39,2,39979491,0,4207818,0
